文本内容,识别结果,风险原因
3417,通过,NA
3418,拒绝,上海市政府:政治;上海市政府:政治;上海市政府:政治;上海市政府:政治;上海市政府:政治
3419,通过,NA
3420,拒绝,马英九:政治;推翻:政治;台湾|中国:政治;政府:政治
3421,拒绝,十七大:政治;县政府:政治
3422,拒绝,共产党:政治;共产党:政治;共产党:政治;毛泽东思想:政治;邓小平理论:政治;三个代表:政治;科学发展观:政治;社会主义:政治;共产主义:政治;共产党:政治;中国共产党:政治
3423,拒绝,政府:政治
3424,通过,NA
3425,拒绝,民主:政治;民主:政治;政治:政治;民主:政治;人权:政治
3426,通过,NA
3427,拒绝,政治:政治
3428,拒绝,一带一路:政治
3429,通过,NA
3430,通过,NA
3431,拒绝,一带一路:政治
3432,拒绝,民航局:政治;民航局:政治
3433,通过,NA
3434,拒绝,政府:政治;政府:政治;政府:政治;政府:政治;政府:政治;政府:政治;政府:政治
3435,通过,NA
3436,拒绝,真相:政治;中国政府:政治
3437,通过,NA
3438,拒绝,性:色情
3439,拒绝,性侵:色情;民意调查:政治
3440,拒绝,警察:暴恐违禁;警察:暴恐违禁
3441,通过,NA
3442,拒绝,党员:政治
3443,通过,NA
3444,拒绝,地缘政治:政治;地缘政治:政治;大比:谩骂
3445,拒绝,周恩来:政治
3446,通过,NA
3447,通过,NA
3448,拒绝,政治:政治;政治:政治;政治:政治;一带一路:政治;习近平:政治;主席:政治;主席:政治
3449,拒绝,民主:政治
3450,拒绝,法院:政治;政府:政治
3451,拒绝,政府:政治;江西省人民政府:政治
3452,拒绝,政治:政治
3453,拒绝,政治:政治
3454,通过,NA
3455,拒绝,政府:政治
3456,通过,NA
3457,拒绝,政治家:政治;政治:政治;政治舞台:政治;时事政治:政治;在政治上:政治;政治家:政治;政府:政治
3458,通过,NA
3459,通过,NA
3460,拒绝,一带一路:政治;一带一路:政治;一带一路:政治;恐怖主义:政治;一带一路:政治
3461,拒绝,维权:政治
3462,通过,NA
3463,通过,NA
3464,拒绝,政治家:政治;政府:政治
3465,拒绝,政府:政治
3466,拒绝,中国共产党:政治;毛主席:政治;共产主义:政治
3467,拒绝,性:色情
3468,通过,NA
3469,通过,NA
3470,拒绝,政治:政治
3471,通过,NA
3472,拒绝,贪污:政治
3473,拒绝,政治:政治;政治:政治;政治:政治;政府:政治
3474,拒绝,警察:暴恐违禁
3475,拒绝,人权:政治;人权:政治;含着:色情
3476,拒绝,政府:政治
3477,通过,NA
3478,拒绝,维权:政治;中华人民共和国:政治
3479,通过,NA
3480,拒绝,性:色情
3481,拒绝,政府:政治;政府:政治
3482,拒绝,法院:政治;法院:政治;法院:政治;法院:政治;法院:政治;法院:政治;法院:政治
3483,拒绝,政府:政治
3484,通过,NA
3485,拒绝,法院:政治
3486,拒绝,政府:政治
3487,拒绝,中央集权:政治
3488,拒绝,政治:政治
3489,拒绝,一带一路:政治;一带一路:政治
3490,拒绝,政治:政治
3491,通过,NA
3492,拒绝,公安部:政治
3493,拒绝,政治:政治;政治:政治;政治:政治;政治:政治;政治:政治
3494,拒绝,政治家:政治;政治:政治
3495,拒绝,政府:政治
3496,拒绝,政治家:政治;政治家:政治
3497,通过,NA
3498,通过,NA
3499,拒绝,江泽民:政治;领导人:政治;反腐:政治;公安局:政治;公安:政治;警察:暴恐违禁;罗瑞卿:政治;朱德:政治;政治家:政治;中国共产党:政治;中国人民解放军:政治;反腐:政治
3500,拒绝,反腐:政治
3501,通过,NA
3502,拒绝,政治:政治;地方政府:政治;地方政府:政治;地方政府:政治;地方政府:政治
3503,通过,NA
3504,通过,NA
3505,拒绝,乳头:色情
3506,拒绝,总书记:政治;新华社:政治
3507,拒绝,法院:政治;法院:政治;中华人民共和国:政治;法院:政治
3508,拒绝,政治:政治;信访:政治
3509,拒绝,地缘政治:政治
3510,拒绝,中华人民共和国:政治
3511,拒绝,政府:政治;政府:政治;政府:政治;政府:政治
3512,拒绝,政治家:政治;政治家:政治
3513,拒绝,社会黑暗:政治;民主:政治;日他:谩骂
3514,通过,NA
3515,拒绝,政府:政治
3516,拒绝,中华人民共和国:政治
3517,通过,NA
3518,拒绝,中共党员:政治;公安局:政治
3519,通过,NA
3520,拒绝,性:色情
3521,拒绝,政治:政治
3522,拒绝,社会主义:政治
3523,拒绝,毛泽东:政治
3524,通过,NA
3525,拒绝,法院:政治;法院:政治;法院:政治
3526,通过,NA
3527,拒绝,一带一路:政治
3528,通过,NA
3529,拒绝,政府:政治;政府:政治;政府:政治
3530,通过,NA
3531,通过,NA
3532,通过,NA
3533,通过,NA
3534,通过,NA
3535,拒绝,康生:政治
3536,拒绝,当地政府:政治
3537,通过,NA
3538,通过,NA
3539,通过,NA
3540,拒绝,一带一路:政治
3541,拒绝,孙中山:政治;民主:政治;政治:政治;陈独秀:政治
3542,通过,NA
3543,通过,NA
3544,拒绝,子弹:暴恐违禁
3545,拒绝,芬氟拉明:暴恐违禁
3546,拒绝,政府:政治;政府:政治;政府:政治
3547,拒绝,国家发展和改革委员会:政治
3548,通过,NA
3549,拒绝,人权:政治
3550,通过,NA
3551,拒绝,公安分局:政治;公安分局:政治;公安分局:政治;公安分局:政治;公安分局:政治;法院:政治;公安分局:政治;公安分局:政治;公安分局:政治;法院:政治;公安分局:政治;公安分局:政治
3552,通过,NA
3553,通过,NA
3554,通过,NA
3555,拒绝,硝酸:暴恐违禁;硝酸:暴恐违禁;硝酸:暴恐违禁;硝酸:暴恐违禁;硝酸:暴恐违禁
3556,通过,NA
3557,拒绝,政治家:政治;政治:政治;政府:政治;当地政府:政治;当地政府:政治;政府:政治;政治:政治;当地政府:政治
3558,拒绝,政治:政治;政治:政治;政治:政治;社会主义:政治;共产党员:政治;中国梦:政治;中国梦:政治
3559,拒绝,性:色情
3560,通过,NA
3561,通过,NA
3562,拒绝,中国教育部:政治;公务员:政治
3563,拒绝,人权:政治;人权:政治;人权:政治;人权:政治;人权:政治;人权:政治
3564,通过,NA
3565,拒绝,政治:政治
3566,拒绝,政府:政治;政府:政治
3567,拒绝,法院:政治;政府:政治
3568,通过,NA
3569,拒绝,麻醉药品:暴恐违禁
3570,通过,NA
3571,拒绝,政治:政治
3572,拒绝,政府:政治
3573,通过,NA
3574,拒绝,政治家:政治;政治家:政治;政治家:政治;政治家:政治;政治家:政治;政治家:政治;政治家:政治;民主主义:政治;周恩来:政治;领导人:政治;毛泽东:政治;领导人:政治
3575,拒绝,政治家:政治;政治家:政治;政治家:政治;政治家:政治;政治家:政治;政治家:政治
3576,拒绝,鸦片:暴恐违禁;鸦片:暴恐违禁;鸦片:暴恐违禁;鸦片:暴恐违禁;鸦片:暴恐违禁
3577,拒绝,舆论:政治;中央日报:政治;政府:政治;政府:政治
3578,通过,NA
3579,拒绝,政府:政治
3580,通过,NA
3581,通过,NA
3582,拒绝,政治:政治;政治:政治;兵力部署:政治
3583,通过,NA
3584,通过,NA
3585,拒绝,性:色情
3586,拒绝,政府:政治;政府:政治
3587,通过,NA
3588,通过,NA
3589,拒绝,安全委:政治
3590,拒绝,二十大:政治
3591,拒绝,vpn:暴恐违禁
3592,拒绝,中国特色:政治;社会主义:政治;社会主义:政治;社会主义:政治;社会主义:政治;社会主义:政治;社会主义:政治;社会主义:政治;社会主义:政治;中国特色:政治;社会主义:政治
3593,通过,NA
3594,通过,NA
3595,通过,NA
3596,通过,NA
3597,拒绝,政府:政治;习近:政治
3598,拒绝,推翻:政治;政治:政治;政治:政治;腐败:政治;荒淫:色情
3599,拒绝,政治家:政治;政治家:政治;林彪:政治;中国解放军:政治;领导人:政治;毛泽东:政治;中共中央:政治;副主席:政治;政治局常委:政治
3600,拒绝,政府:政治;政府:政治
3601,通过,NA
3602,通过,NA
3603,拒绝,公安:政治;公安:政治;公安机关:政治;公安:政治;公安:政治;公安机关:政治;公安:政治;公安机关:政治;公安:政治;公安机关:政治;公安:政治;公安机关:政治;公安:政治;公安:政治;公安:政治
3604,通过,NA
3605,通过,NA
3606,通过,NA
3607,拒绝,政府:政治;体位:色情
3608,拒绝,步枪:暴恐违禁;机枪:暴恐违禁
3609,拒绝,政府:政治
3610,通过,NA
3611,拒绝,中央集权:政治;中央集权:政治;政府:政治;贪污腐败:政治;贪污腐败:政治
3612,拒绝,中华人民共和国:政治
3613,拒绝,政府:政治;政府:政治;政府:政治
3614,通过,NA
3615,拒绝,政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;中国特色:政治;社会主义:政治;中国特色:政治;社会主义:政治;中国特色:政治;社会主义:政治;中国梦:政治;政治:政治;政治:政治;政治:政治;中国特色:政治;社会主义:政治;政治:政治;中国特色:政治;社会主义:政治;政治:政治
3616,通过,NA
3617,拒绝,贪污腐败:政治;人权:政治;正法:政治
3618,拒绝,政治:政治;警察局:政治;政治形势:政治
3619,拒绝,领导人:政治
3620,通过,NA
3621,拒绝,政府:政治
3622,拒绝,恐怖分子:暴恐违禁;发情:色情;贩毒:暴恐违禁
3623,拒绝,警察:暴恐违禁;政府:政治;真相:政治
3624,通过,NA
3625,拒绝,政府:政治;舆论:政治
3626,拒绝,司法部:政治
3627,拒绝,一带一路:政治
3628,拒绝,上海市政府:政治
3629,通过,NA
3630,拒绝,政治:政治;政治:政治
3631,通过,NA
3632,通过,NA
3633,通过,NA
3634,通过,NA
3635,拒绝,区政府:政治
3636,拒绝,政府:政治
3637,拒绝,杀人:暴恐违禁
3638,拒绝,政治:政治
3639,通过,NA
3640,拒绝,社会主义:政治;中国特色:政治;社会主义:政治;社会主义:政治
3641,通过,NA
3642,通过,NA
3643,拒绝,政府:政治;性具:色情
3644,拒绝,政府:政治
3645,拒绝,政府:政治
3646,拒绝,政府:政治
3647,通过,NA
3648,拒绝,消防队员:政治;消防队员:政治;消防队:政治;消防队:政治
3649,拒绝,纳粹:政治;纳粹:政治
3650,拒绝,党员:政治;政治:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;政治:政治;党员:政治;党员:政治
3651,拒绝,政治形势:政治;政治形势:政治;政治:政治;政府:政治;政府:政治
3652,通过,NA
3653,拒绝,政治:政治
3654,拒绝,枪支:暴恐违禁;弹药:暴恐违禁
3655,拒绝,公投:政治;公投:政治;公投:政治;国际法院:政治;国际法院:政治;国际法院:政治;宪章:政治;国际法院:政治;独立运动:政治;政府:政治;独立运动:政治
3656,拒绝,政府:政治
3657,拒绝,跳楼:暴恐违禁
3658,通过,NA
3659,拒绝,中国政府:政治
3660,拒绝,ba考:政治
3661,拒绝,腐败:政治;反腐:政治;腐败:政治
3662,拒绝,二十大:政治
3663,通过,NA
3664,拒绝,二十大:政治;社会主义:政治;中国特色:政治;社会主义:政治;性:色情
3665,拒绝,政治家:政治;政治:政治;政治:政治;政治:政治
3666,拒绝,腐败:政治;党员:政治;中国梦:政治;社会主义:政治;民主:政治;社会主义:政治;中国梦:政治
3667,通过,NA
3668,拒绝,习总书记:政治
3669,通过,NA
3670,通过,NA
3671,通过,NA
3672,拒绝,地方政府:政治
3673,拒绝,政治:政治;政治纲领:政治
3674,拒绝,政府:政治;性:色情
3675,拒绝,性:色情
3676,拒绝,国务院:政治;地方政府:政治
3677,拒绝,自杀:不良价值观
3678,拒绝,政府:政治;政府:政治
3679,拒绝,政府:政治
3680,通过,NA
3681,通过,NA
3682,拒绝,公安机关:政治;公安机关:政治
3683,拒绝,中共中央宣传部:政治;中国共产党:政治
3684,通过,NA
3685,拒绝,秦刚:政治
3686,通过,NA
3687,通过,NA
3688,拒绝,阴茎:色情
3689,拒绝,vpn:暴恐违禁;vpn:暴恐违禁
3690,拒绝,下体:色情;性爱:色情
3691,通过,NA
3692,拒绝,政府:政治
3693,拒绝,解放军:政治
3694,拒绝,政治:政治
3695,拒绝,民主生活会:政治;民主:政治;民主作风:政治;民主生活会:政治;民主生活会:政治;民主生活会:政治
3696,拒绝,地方政府:政治;政府:政治
3697,通过,NA
3698,拒绝,性:色情
3699,拒绝,政府:政治
3700,拒绝,李安:不良价值观
3701,拒绝,政府:政治
3702,拒绝,李安:不良价值观
3703,拒绝,政府:政治
3704,拒绝,废物:谩骂
3705,拒绝,中国特色:政治;社会主义:政治;中国特色:政治;社会主义:政治;中国特色:政治;社会主义:政治;习近平:政治;中国特色:政治;社会主义:政治;社会主义:政治;中国特色:政治;社会主义:政治;中国特色:政治;社会主义:政治;中国特色:政治;社会主义:政治;中国特色:政治;社会主义:政治;中国特色:政治;社会主义:政治;中国特色:政治;社会主义:政治;中国特色:政治;社会主义:政治;中国特色:政治;社会主义:政治;中国特色:政治;中国特色:政治;社会主义:政治;中国特色:政治;社会主义:政治;中国特色:政治;社会主义:政治
3706,通过,NA
3707,通过,NA
3708,通过,NA
3709,拒绝,政府:政治
3710,拒绝,政府:政治
3711,通过,NA
3712,通过,NA
3713,通过,NA
3714,通过,NA
3715,通过,NA
3716,拒绝,地方政府:政治;文化部:政治;教育部:政治
3717,拒绝,政治家:政治;政府:政治
3718,通过,NA
3719,通过,NA
3720,拒绝,我日:谩骂
3721,拒绝,约跑:色情
3722,拒绝,地方政府:政治
3723,ERROR,ERROR
3724,拒绝,性:色情;卫生部:政治
3725,拒绝,政府:政治
3726,通过,NA
3727,拒绝,政治:政治;政治:政治;政治理念:政治;中央文件:政治;国务院:政治;性:色情;政治:政治
3728,通过,NA
3729,拒绝,政府:政治
3730,通过,NA
3731,通过,NA
3732,拒绝,政协:政治
3733,拒绝,二十大:政治
3734,通过,NA
3735,通过,NA
3736,通过,NA
3737,拒绝,中国梦:政治
3738,通过,NA
3739,通过,NA
3740,拒绝,社会主义:政治
3741,拒绝,中华人民共和国:政治
3742,通过,NA
3743,拒绝,政治:政治
3744,通过,NA
3745,通过,NA
3746,通过,NA
3747,拒绝,市政府:政治
3748,通过,NA
3749,通过,NA
3750,通过,NA
3751,通过,NA
3752,拒绝,中华人民共和国:政治
3753,通过,NA
3754,拒绝,人民政府:政治;党员:政治;党员:政治;政府:政治;含着:色情
3755,拒绝,政府:政治;中国特色:政治;中国特色:政治
3756,拒绝,中华人民共和国:政治;中华人民共和国:政治
3757,通过,NA
3758,拒绝,为自由:政治
3759,通过,NA
3760,通过,NA
3761,拒绝,政府:政治
3762,通过,NA
3763,拒绝,党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;性交易:色情
3764,通过,NA
3765,拒绝,政府:政治;政府:政治
3766,通过,NA
3767,拒绝,中国共产党:政治;中国共产党:政治;党员:政治;政治:政治;党员:政治;政治:政治;党员队伍:政治;党员:政治;反腐:政治
3768,拒绝,习近平:政治;总书记:政治;团中央:政治
3769,通过,NA
3770,拒绝,洗脑:政治
3771,拒绝,政府:政治
3772,拒绝,香港政府:政治
3773,通过,NA
3774,通过,NA
3775,通过,NA
3776,拒绝,政治:政治;政治:政治;政府:政治;政府:政治;政治:政治
3777,拒绝,社会主义:政治
3778,拒绝,政府:政治
3779,拒绝,政治:政治
3780,拒绝,中华人民共和国:政治;中华人民共和国:政治;中华人民共和国:政治;最高人民法院:政治;中国共产党:政治
3781,通过,NA
3782,通过,NA
3783,拒绝,主席:政治
3784,通过,NA
3785,拒绝,党员干部:政治;党员干部:政治;党中央:政治;党员干部:政治;党员干部:政治;党员干部:政治;党员干部:政治;党员干部:政治;党员干部:政治;党员干部:政治;党员干部:政治;党员干部:政治;反党:政治
3786,通过,NA
3787,拒绝,法院:政治;行房:色情
3788,通过,NA
3789,拒绝,性:色情;吗的:谩骂
3790,通过,NA
3791,通过,NA
3792,拒绝,中国梦:政治
3793,拒绝,民航局:政治
3794,拒绝,政府:政治
3795,通过,NA
3796,拒绝,卫生部:政治;国务院办公厅:政治;中华人民共和国:政治
3797,拒绝,政府:政治
3798,拒绝,政治素质:政治;社会主义:政治;政治:政治;政治:政治;政治素质:政治;政治素质:政治;政治:政治;社会主义:政治;政治素质:政治;政治素质:政治;党中央:政治;政治:政治;政治素质:政治;政治:政治;政治:政治;政治:政治;社会主义:政治;政治素质:政治;社会主义:政治;政治素质:政治;党员:政治;政治素质:政治;政治:政治;社会主义:政治;中国梦:政治
3799,拒绝,政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治
3800,通过,NA
3801,通过,NA
3802,通过,NA
3803,拒绝,人大代表:政治;地方政府:政治;政府:政治
3804,通过,NA
3805,通过,NA
3806,通过,NA
3807,拒绝,政治:政治
3808,通过,NA
3809,拒绝,性:色情
3810,拒绝,政府:政治;性:色情;政府:政治
3811,通过,NA
3812,拒绝,性:色情;精子:色情;卵子:色情;子宫:色情;睾丸:色情;包皮:色情;精子:色情;子宫:色情;阴道:色情;卵子:色情;精子:色情;卵子:色情;性交时:色情;精子:色情;卵子:色情;精子:色情;卵子:色情;子宫:色情;子宫:色情;性:色情;生殖器:色情;生殖器:色情;生殖器:色情
